quarter,time,score,team,description
3,2:01.0,86-76,Mavericks,J. Hardy misses 3-pt jump shot from 24 ft
3,1:58.0,86-76,Mavericks,Offensive rebound by C. Flagg
3,1:53.0,86-76,Mavericks,Turnover by J. Hardy (traveling)
3,1:38.0,88-76,76ers,J. Embiid makes 2-pt jump shot from 17 ft
3,1:21.0,88-78,Mavericks,B. Williams makes 2-pt jump shot from 16 ft (assist by C. Flagg)
3,1:02.0,88-78,76ers,P. George misses 3-pt jump shot from 25 ft
3,1:00.0,88-78,Mavericks,Defensive rebound by J. Hardy
3,0:51.0,88-81,Mavericks,J. Hardy makes 3-pt jump shot from 25 ft (assist by B. Williams)
3,0:33.0,90-81,76ers,J. Embiid makes 2-pt layup from 2 ft (assist by V. Edgecombe)
3,0:14.0,90-81,Mavericks,Shooting foul by J. McCain (drawn by J. Hardy)
3,0:14.0,90-82,Mavericks,J. Hardy makes free throw 1 of 2
3,0:14.0,90-83,Mavericks,J. Hardy makes free throw 2 of 2
3,0:00.0,92-83,76ers,V. Edgecombe makes 2-pt layup from 1 ft
4,11:52.0,92-83,Mavericks,Shooting foul by J. McCain (drawn by B. Williams)
4,11:52.0,92-84,Mavericks,B. Williams makes free throw 1 of 2
4,11:52.0,92-85,Mavericks,B. Williams makes free throw 2 of 2
4,11:41.0,92-85,76ers,J. McCain misses 3-pt jump shot from 22 ft
4,11:38.0,92-85,Mavericks,Defensive rebound by D. Gafford
4,11:23.0,92-87,Mavericks,D. Gafford makes 2-pt dunk from 2 ft (assist by J. Hardy)
4,11:08.0,94-87,76ers,T. Maxey makes 2-pt layup from 3 ft (assist by J. Embiid)
4,11:01.0,94-89,Mavericks,N. Marshall makes 2-pt jump shot from 12 ft
4,11:01.0,94-89,Mavericks,Shooting foul by D. Barlow (drawn by N. Marshall)
4,11:01.0,94-89,76ers,V. Edgecombe enters the game for J. McCain
4,11:01.0,94-90,Mavericks,N. Marshall makes free throw 1 of 1
4,10:47.0,96-90,76ers,T. Maxey makes 2-pt layup from 3 ft (assist by J. Embiid)
4,10:30.0,96-90,Mavericks,B. Williams misses 3-pt jump shot from 26 ft
4,10:28.0,96-90,Mavericks,Offensive rebound by Team
4,10:26.0,96-90,Mavericks,J. Hardy misses 3-pt jump shot from 23 ft
4,10:23.0,96-90,76ers,Defensive rebound by Q. Grimes
4,10:13.0,96-90,76ers,T. Maxey misses 3-pt jump shot from 26 ft
4,10:11.0,96-90,Mavericks,Defensive rebound by B. Williams
4,10:03.0,96-92,Mavericks,N. Marshall makes 2-pt jump shot from 10 ft (assist by B. Williams)
4,9:40.0,98-92,76ers,J. Embiid makes 2-pt jump shot from 16 ft
4,9:23.0,98-92,Mavericks,N. Marshall misses 2-pt jump shot from 11 ft
4,9:22.0,98-92,Mavericks,Offensive rebound by Team
4,9:22.0,98-92,Mavericks,A. Davis enters the game for C. Flagg
4,9:22.0,98-92,Mavericks,P. Washington enters the game for D. Gafford
