quarter,time,score,team,description
2,10:50.0,30-29,Nuggets,J. Strawther makes free throw 1 of 2
2,10:50.0,31-29,Nuggets,J. Strawther makes free throw 2 of 2
2,10:35.0,31-32,76ers,P. George makes 3-pt jump shot from 28 ft
2,10:12.0,31-32,Nuggets,P. Watson misses 2-pt jump shot from 6 ft
2,10:11.0,31-32,76ers,Defensive rebound by V. Edgecombe
2,10:04.0,31-32,76ers,Turnover by J. McCain (traveling)
2,9:51.0,34-32,Nuggets,Z. Nnaji makes 3-pt jump shot from 26 ft (assist by J. Strawther)
2,9:37.0,34-32,76ers,P. George misses 3-pt jump shot from 26 ft
2,9:34.0,34-32,Nuggets,Defensive rebound by Z. Nnaji
2,9:26.0,36-32,Nuggets,J. Strawther makes 2-pt layup from 3 ft
2,9:10.0,36-32,76ers,V. Edgecombe misses 2-pt jump shot from 5 ft
2,9:09.0,36-32,76ers,Offensive rebound by A. Bona
2,9:08.0,36-34,76ers,A. Bona makes 2-pt dunk at rim
2,8:41.0,39-34,Nuggets,H. Tyson makes 3-pt jump shot from 26 ft (assist by J. Strawther)
2,8:22.0,39-34,76ers,V. Edgecombe misses 2-pt layup from 3 ft
2,8:20.0,39-34,Nuggets,Defensive rebound by H. Tyson
2,8:15.0,39-34,Nuggets,Z. Nnaji misses 3-pt jump shot from 23 ft
2,8:13.0,39-34,Nuggets,Offensive rebound by Z. Nnaji
2,8:12.0,39-34,Nuggets,Turnover by Z. Nnaji (out of bounds lost ball)
2,7:59.0,39-37,76ers,P. George makes 3-pt jump shot from 26 ft (assist by J. McCain)
2,7:38.0,39-37,Nuggets,J. Strawther misses 3-pt jump shot from 26 ft
2,7:36.0,39-37,76ers,Defensive rebound by P. George
2,7:29.0,39-39,76ers,A. Bona makes 2-pt layup from 1 ft (assist by P. George)
2,7:29.0,39-39,76ers,Shooting foul by C. Jones (drawn by A. Bona)
2,7:29.0,39-39,Nuggets,J. Pickett enters the game for J. Strawther
2,7:29.0,39-39,76ers,A. Bona misses free throw 1 of 1
2,7:26.0,39-39,Nuggets,Defensive rebound by Z. Nnaji
2,7:06.0,41-39,Nuggets,J. Pickett makes 2-pt jump shot from 15 ft
2,6:58.0,41-39,76ers,P. George misses 3-pt jump shot from 27 ft
2,6:54.0,41-39,Nuggets,Defensive rebound by C. Jones
2,6:45.0,41-39,76ers,Philadelphia full timeout
2,6:45.0,41-39,76ers,Instant Replay (Challenge: Ruling Stands)
2,6:45.0,41-39,Nuggets,H. Tyson misses 2-pt layup from 1 ft (block by A. Bona)
2,6:45.0,41-39,76ers,Defensive rebound by Team
2,6:45.0,41-39,Nuggets,B. Brown enters the game for C. Jones
2,6:45.0,41-39,Nuggets,D. Holmes enters the game for Z. Nnaji
2,6:45.0,41-39,Nuggets,S. Jones enters the game for P. Watson
2,6:45.0,41-39,76ers,J. Embiid enters the game for V. Edgecombe
2,6:45.0,41-39,76ers,T. Maxey enters the game for P. George
2,6:35.0,41-39,76ers,T. Maxey misses 2-pt layup from 2 ft
2,6:35.0,41-39,76ers,Offensive rebound by A. Bona
2,6:34.0,41-39,76ers,A. Bona misses 2-pt dunk from 2 ft (block by H. Tyson)
2,6:34.0,41-39,Nuggets,Defensive rebound by B. Brown
2,6:32.0,41-39,Nuggets,H. Tyson misses 3-pt jump shot from 25 ft
2,6:32.0,41-39,Nuggets,Offensive rebound by J. Pickett
2,6:30.0,41-39,Nuggets,Turnover by D. Holmes (bad pass; steal by T. Maxey)
2,6:22.0,41-39,76ers,Shooting foul by H. Tyson (drawn by Q. Grimes)
2,6:22.0,41-40,76ers,Q. Grimes makes free throw 1 of 2
2,6:22.0,41-41,76ers,Q. Grimes makes free throw 2 of 2
2,6:07.0,44-41,Nuggets,J. Pickett makes 3-pt jump shot from 27 ft (assist by H. Tyson)
